"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"20","GOBP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS",0.0557086972608623,0.00325359444887471,2.129751479349,0.0339026193997009,0.996985715590589,-3.67115111613132
"337","GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS",0.0752377965266504,-0.0166491606497446,2.11478884035337,0.0351677522000063,0.996985715590589,-3.6988169049541
"10","GOBP_LIPID_HYDROXYLATION",-0.123087389818253,-0.0717473623924193,-2.08122385250804,0.0381537121001213,0.996985715590589,-3.76018890896468
"216","GOMF_FATTY_ACID_OMEGA_HYDROXYLASE_ACTIVITY",-0.118302544538152,-0.00817128355288278,-2.08024984137111,0.0382434987839542,0.996985715590589,-3.76195559498501
"39","GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS",0.0501362916894739,0.00545539408586049,2.06305858041825,0.0398581722937222,0.996985715590589,-3.79300518900615
"299","GOCC_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE",-0.119308580733409,-0.0550267353943013,-1.98704351548606,0.0477115351588355,0.996985715590589,-3.92729149399294
"287","GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS",0.0477775181212859,0.000826843626183887,1.97025671225409,0.0496117832371313,0.996985715590589,-3.95628461345214
"190","GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS",0.0683274055896953,-0.0155952597511095,1.89309021591096,0.0591861885778657,0.996985715590589,-4.08647402425644
"236","GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING",-0.118444730498041,-0.0441834383089126,-1.81353397958623,0.0706220357797238,0.996985715590589,-4.215373554632
"218","HP_MULTIPLE_LIPOMAS",0.0566023454333938,0.00896149255139556,1.80243076934748,0.0723541080968827,0.996985715590589,-4.23293280994505
"273","GOBP_LIPOPHAGY",0.0905011626481082,0.0209740465658586,1.79352470655616,0.0737685476514107,0.996985715590589,-4.24694106371026
"135","GOMF_GLYCOLIPID_BINDING",0.0557850698406779,0.00261746247709158,1.78687210046071,0.0748398488712581,0.996985715590589,-4.25736054423223
"212","GOMF_MEDIUM_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY",-0.0946268865555476,-0.0240955254354836,-1.77751681505335,0.076367936338517,0.996985715590589,-4.27194886505889
"293","GOBP_LIPOXIN_METABOLIC_PROCESS",0.0824863359011516,-0.00215271657478502,1.77447270306339,0.0768706364941533,0.996985715590589,-4.27667957636973
"105","GOBP_LIPID_EXPORT_FROM_CELL",0.0438053126029371,-0.00224460433150823,1.76479819584175,0.0784862831701405,0.996985715590589,-4.29166152827292
"302","GOCC_LIPOPOLYSACCHARIDE_RECEPTOR_COMPLEX",0.0929421870308764,0.0187203082000898,1.7449504321324,0.0818877707205357,0.996985715590589,-4.32214652872111
"181","GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL",0.0703863925843341,-0.0233844253559973,1.74199305618927,0.08240473434523,0.996985715590589,-4.32665995288885
"115","GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSPORT",0.074702154797478,-0.00894032775939746,1.74088984624656,0.0825982600759423,0.996985715590589,-4.32834170381258
"297","GOCC_INTERMEDIATE_DENSITY_LIPOPROTEIN_PARTICLE",-0.116143866345469,-0.064030544258801,-1.73896016517609,0.0829376553940762,0.996985715590589,-4.33128082911827
"93","GOBP_CELLULAR_SPHINGOLIPID_HOMEOSTASIS",0.0991494853055656,-0.00844313217346299,1.6991781189541,0.0901909951025226,0.996985715590589,-4.39116101928124
"144","HP_ELEVATED_CIRCULATING_LONG_CHAIN_FATTY_ACID_CONCENTRATION",0.0997086239172543,-0.0224784044002412,1.68524198715105,0.0928500676434403,0.996985715590589,-4.41181616633009
"290","GOBP_POSITIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_ACTIVITY",-0.0879464092876974,-0.0225663702411802,-1.66856583782051,0.0961146282396704,0.996985715590589,-4.4363128945627
"139","GOMF_PHOSPHOLIPID_TRANSFER_ACTIVITY",0.0562035070758279,-0.0209653796650122,1.65349519036709,0.0991436687146764,0.996985715590589,-4.45824539022958
"16","GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS",0.0371828099961222,0.00772936885384278,1.64921679795098,0.100017385677824,0.996985715590589,-4.46443616378961
"205","GOBP_POSITIVE_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS",0.0783849586577869,0.0137301258889804,1.58122433845441,0.114747050751181,0.996985715590589,-4.56070380808769
"319","HP_HYPOCHOLESTEROLEMIA",0.0669780339024663,-0.0321967264331594,1.56747971380775,0.117923306334151,0.996985715590589,-4.57967991607136
"285","GOBP_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION",0.0775799175257278,0.0112258953298629,1.54290529068641,0.123774467782469,0.996985715590589,-4.61320145922459
"175","GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS",0.053687322717279,-0.0237115088884703,1.5001029081975,0.134506276788636,0.996985715590589,-4.67034180030095
"19","GOBP_SPHINGOLIPID_METABOLIC_PROCESS",0.0348349654319475,0.00802379362794473,1.49751950113457,0.135176442947487,0.996985715590589,-4.67373991876191
"341","GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS",0.0473060519520767,-0.0172353299520629,1.42238645606627,0.155821507312731,0.996985715590589,-4.77004036327083
"215","GOMF_LONG_CHAIN_FATTY_ACYL_COA_BINDING",0.07271611097949,-0.0094380924272948,1.42206364151447,0.155915125744072,0.996985715590589,-4.77044357649268
"340","GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT",0.0679247754860276,-0.00482475440717181,1.42104877656734,0.156209722748165,0.996985715590589,-4.77171061058914
"91","GOBP_POSITIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS",0.0535487306776831,0.00491646829225822,1.40171226320028,0.161904102703165,0.996985715590589,-4.79568120046314
"106","GOBP_LIPID_IMPORT_INTO_CELL",0.0470462977869916,-0.0136624178009301,1.39044419131055,0.165294229167932,0.996985715590589,-4.80950019113136
"197","GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL",0.069829423102245,-0.0371567600608432,1.38645301561941,0.166507802303297,0.996985715590589,-4.81436849349773
"301","GOCC_DIHYDROLIPOYL_DEHYDROGENASE_COMPLEX",0.0659301627415293,-0.0349308645521759,1.37595340256178,0.169732477045057,0.996985715590589,-4.82710956538411
"160","GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE",0.0763904705800146,-0.0527154747135351,1.35561000477282,0.176113879339206,0.996985715590589,-4.85152359011536
"124","GOMF_PHOSPHOLIPID_TRANSPORTER_ACTIVITY",0.0388836537219476,-0.00937110300115301,1.34997333322226,0.17791340865141,0.996985715590589,-4.85822456637711
"76","GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS",0.0488512122133743,-0.011669170959372,1.33984006927756,0.181183008603739,0.996985715590589,-4.87020178165384
"240","GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE",0.0610824392231796,-0.0209133637057159,1.32287610452211,0.186756544736813,0.996985715590589,-4.89005301785105
"357","GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS",-0.0714737737609203,-0.0348343044556639,-1.31847120521896,0.188224372546344,0.996985715590589,-4.89516673607671
"24","GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS",0.0324896710424089,-0.00655110784212215,1.31801696309762,0.188376222795159,0.996985715590589,-4.89569311387261
"244","GOBP_LIPOXYGENASE_PATHWAY",0.0494627890964756,-0.00870504046455385,1.31673275930108,0.188806014949428,0.996985715590589,-4.89718028475117
"150","HP_NEOPLASM_OF_FATTY_TISSUE",0.0408820192632551,0.000951874251844933,1.31083917341484,0.19078777358908,0.996985715590589,-4.90398696059166
