row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSG00000168389	576.523394207227	-5.98570091671109	0.220959546617952	-27.0895781980427	1.30640355792192e-161	2.52932792849263e-157	MFSD2A
ENSG00000188488	1109.73131861498	-6.80696755091179	0.255180997239145	-26.6750566247399	9.16705335347049e-157	8.87416599882711e-153	SERPINA5
ENSG00000164398	277.573369292458	-5.03045004807725	0.193206509224874	-26.0366489113588	1.90573810493667e-149	1.22989984832263e-145	ACSL6
ENSG00000101977	98.5068952656323	-5.29529975542219	0.219294412205445	-24.1469889823792	8.03076463982623e-129	3.88709085479189e-125	MCF2
ENSG00000085662	2756.35317285519	-3.89566346907372	0.162745831683852	-23.9371013608593	1.25904346027104e-126	4.87526808686153e-123	AKR1B1
ENSG00000170370	248.778067810099	-6.81384401083709	0.289523300965491	-23.5346999295551	1.80086358574355e-122	5.81108664726347e-119	EMX2
ENSG00000120068	107.320247299145	-6.28003693872631	0.269706579571027	-23.2847005390629	6.33536676526106e-120	1.7522719420317e-116	HOXB8
ENSG00000165376	489.993273747693	-7.94563678928343	0.343752691448375	-23.1143987725743	3.31751347675933e-118	8.02879730294218e-115	CLDN2
ENSG00000128040	336.522399039642	-7.43894238622122	0.330432383506172	-22.5127522529349	3.11331076264804e-112	6.69742329729208e-109	SPINK2
ENSG00000197705	154.571207027032	-4.27669609338112	0.193287459536748	-22.1260919028636	1.77293682666735e-108	3.43258299011067e-105	KLHL14
ENSG00000103034	415.83689141542	-3.37457598064773	0.155077911828713	-21.7605198629127	5.49222216848657e-105	9.66681030946077e-102	NDRG4
ENSG00000214510	38.651809807874	-5.58720133747134	0.263403354144918	-21.2115800712143	7.46627175959423e-100	1.2046207294792e-96	SPINK13
ENSG00000196844	63.1136089705226	-5.4571180137611	0.262707924026021	-20.7725672302925	7.66500718487313e-96	1.14155541620253e-92	PATE2
ENSG00000270885	216.599493839071	-3.49258634246776	0.168268075385716	-20.7560842094485	1.08018178295274e-95	1.493814249982e-92	RASL10B
ENSG00000158955	30.398776307266	-4.92049186194013	0.241356511162624	-20.3868204683517	2.18919180206549e-92	2.825662831986e-89	WNT9B
ENSG00000095713	332.007468743654	-4.31493260131759	0.212087632084543	-20.3450458610315	5.13640143103213e-92	6.21536675663832e-89	CRTAC1
ENSG00000137869	13.1543771561923	-4.61642615316135	0.23033213608346	-20.0424753213273	2.34795684965423e-89	2.67404662153856e-86	CYP19A1
ENSG00000109667	259.950169363387	-2.72146001103293	0.13598451507162	-20.0130140523691	4.24207304403623e-89	4.5628209003103e-86	SLC2A9
