row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSG00000187730	166.627541870985	4.53855638805776	0.194441304088226	23.3415241136134	1.68032093722789e-120	3.21764656269769e-116	GABRD
ENSG00000130300	4436.56655380695	2.91960795955769	0.137552641017837	21.2253864262707	5.56667567457468e-100	5.32981362462153e-96	PLVAP
ENSG00000100526	369.177020906214	3.91959443452223	0.188810022897531	20.7594616767216	1.00688225843803e-95	6.42692945560997e-92	CDKN3
ENSG00000158402	196.671100533706	4.36549050980362	0.212421504559457	20.5510761203639	7.52759319735829e-94	3.60364705340535e-90	CDC25C
ENSG00000077152	372.296594712725	3.21824147120668	0.157444661142428	20.4404610982355	7.30458150220825e-93	2.79750862371572e-89	UBE2T
ENSG00000117724	991.028355691808	3.89512715044463	0.191547940637413	20.3349988388433	6.30410477785076e-92	2.01195503985107e-88	CENPF
ENSG00000154839	221.194262594545	4.48310945804295	0.22076368218634	20.3072779618655	1.10881654386663e-91	3.03324685692886e-88	SKA1
ENSG00000143228	272.351510376463	4.21154157895451	0.207615528342184	20.285291820818	1.7343077026142e-91	4.15128227466992e-88	NUF2
ENSG00000135451	386.804232513688	4.23507092929062	0.209840659354686	20.1823180613069	1.40023324704457e-90	2.97922960529516e-87	TROAP
ENSG00000043355	241.595143020495	6.71198114483996	0.333064129197376	20.1522186163206	2.57319328590355e-90	4.92740782317671e-87	ZIC2
ENSG00000237649	639.655230477335	3.77530588552473	0.189806587169051	19.890278529492	4.93999274910405e-88	8.59962919569031e-85	KIFC1
ENSG00000090889	464.933906412453	3.92273456635571	0.198468511769135	19.7650223271627	5.95719955251105e-87	9.50620118591951e-84	KIF4A
ENSG00000113296	728.79819083881	5.53373008639342	0.280341765885612	19.7392281842562	9.92829657966845e-87	1.46243808618516e-83	THBS4
ENSG00000089685	1041.2357156856	4.11574316664552	0.208608783611344	19.7294816421225	1.20398505232979e-86	1.64679355479023e-83	BIRC5
ENSG00000123485	336.554330350597	3.90337952107217	0.198301343637718	19.6840800443761	2.95248861028539e-86	3.76914695989033e-83	HJURP
ENSG00000117650	338.608289730337	3.95105082902856	0.201582800310909	19.6001386176534	1.54203300433214e-85	1.84552437499726e-82	NEK2
ENSG00000146670	534.787227259993	3.4595984642959	0.177019218345951	19.5436320226811	4.67352930900748e-85	5.26431839636378e-82	CDCA5
ENSG00000165304	289.515105162146	3.80258424420427	0.195261697979185	19.4742967184974	1.81398304354476e-84	1.92977562782436e-81	MELK
ENSG00000147257	29277.269142557	5.94492659598283	0.305573323060896	19.4549921322749	2.64393548223672e-84	2.66466950259741e-81	GPC3
ENSG00000157456	425.33340698929	3.73973021750653	0.192281642978969	19.4492316560639	2.95830520728395e-84	2.83242932071402e-81	CCNB2
ENSG00000204291	1023.83988287278	3.79966473920834	0.195779626328349	19.4078659279683	6.62208710561849e-84	6.0383974278804e-81	COL15A1
ENSG00000117399	801.253240809332	4.29087340633984	0.221331313265129	19.3866531718441	1.00038276788177e-83	8.70742255553095e-81	CDC20
ENSG00000109805	407.00494724786	3.81321933951512	0.197389105744279	19.3182867166702	3.76955345712875e-83	3.13839909350254e-80	NCAPG
ENSG00000137135	218.46068061829	2.95010830681477	0.153071735364647	19.2727174601309	9.10284831696845e-83	7.2629351009012e-80	ARHGEF39
ENSG00000142945	422.2375006048	3.94914791394926	0.204990534781333	19.2650256664869	1.05613024711288e-82	8.08953524078585e-80	KIF2C
ENSG00000066279	826.830340949162	3.73189644016171	0.19387846140627	19.2486386218093	1.44921282626304e-82	1.02781394111522e-79	ASPM
ENSG00000160323	505.05475225011	-2.81721938804121	0.146358157366168	-19.2488033379165	1.44461296951897e-82	1.02781394111522e-79	ADAMTS13
ENSG00000161888	491.78803232388	3.49767373767297	0.182122351023726	19.2050767959684	3.35627302330021e-82	2.29533114725627e-79	SPC24
ENSG00000198901	770.482265564022	3.2299050473213	0.168551270860377	19.162745144751	7.57696374953367e-82	4.94985852214079e-79	PRC1
ENSG00000131747	1816.89997021097	3.91452272634201	0.204290632499942	19.1615380423433	7.75475250217889e-82	4.94985852214079e-79	TOP2A
ENSG00000225697	1024.77413017687	2.66381698164635	0.139383433026233	19.1114318524856	2.02826629950647e-81	1.25287972158869e-78	SLC26A6
