"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"69","GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION",-0.195344556371694,0.0110691453128329,-2.02262646498579,0.0490356575331413,0.998815296488851,-4.09026145684326
"330","GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX",-0.209938717799255,0.00139845668350722,-1.68524823621695,0.0988151658466461,0.998815296488851,-4.30748137954809
"267","GOBP_LIPOPROTEIN_LOCALIZATION",-0.217081276962619,0.0194316433410431,-1.65256700914318,0.105331030272469,0.998815296488851,-4.32685998373655
"12","GOBP_N_TERMINAL_PROTEIN_LIPIDATION",-0.278033975119494,-0.0306364234863125,-1.6433419082716,0.107232790946051,0.998815296488851,-4.3322741971282
"40","GOBP_LIPID_MODIFICATION",-0.137016457526436,-0.00793041609607118,-1.5347088013417,0.131807363663889,0.998815296488851,-4.39414552464623
"141","GOMF_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY",-0.165817291919039,-0.0237145454697368,-1.52519118578569,0.13415994086204,0.998815296488851,-4.39939808947038
"345","GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT",0.271883854368223,0.0831760335863896,1.44354883474744,0.155742942866554,0.998815296488851,-4.44331611045528
"307","GOMF_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_BINDING",0.221886525002644,-0.000712432620857279,1.40964927637868,0.165468681349363,0.998815296488851,-4.46094422405044
"100","GOBP_TRANS_SYNAPTIC_SIGNALING_BY_LIPID",0.202527100423398,-0.0143840345869509,1.40161929354809,0.167840284852074,0.998815296488851,-4.46506697572189
"9","HP_HYPOLIPIDEMIA",-0.217941732948802,-0.0381450712518723,-1.39121270311498,0.170952942748108,0.998815296488851,-4.47037960271463
"47","GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER",-0.211797639146112,0.0580600946662579,-1.35975172305152,0.180634926501702,0.998815296488851,-4.48623137929091
"108","GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS",0.140026007012772,-0.0115344216692492,1.34310419352053,0.185925635624996,0.998815296488851,-4.49449133868174
"236","GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING",-0.271213923127654,-0.0964837523410759,-1.34213418694142,0.186237523592155,0.998815296488851,-4.49496987983306
"291","GOBP_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS",-0.181092315296174,0.0358866522308235,-1.30064627355978,0.199954186838278,0.998815296488851,-4.51515291031112
"54","GOBP_LIPID_DIGESTION",-0.167020037037183,-0.0423565279732079,-1.29541214272318,0.201737522746131,0.998815296488851,-4.51765952286527
"356","GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS",-0.226807111369937,-0.0190651659543424,-1.2613109914872,0.213650495065427,0.998815296488851,-4.53377110785199
"64","GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS",0.13674019948119,-0.00290919630964909,1.25171154664972,0.217096817781257,0.998815296488851,-4.53823758232911
"296","GOCC_LOW_DENSITY_LIPOPROTEIN_PARTICLE",0.185805877418488,-0.00246442685600686,1.18189854375215,0.243410117495631,0.998815296488851,-4.56980010432253
"152","GOBP_FATTY_ACID_ALPHA_OXIDATION",0.190128411031312,0.00748823340824337,1.15484586668749,0.254206212181723,0.998815296488851,-4.5815914646623
"354","GOBP_NEGATIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE",-0.223907492414846,-0.00500051615881982,-1.14680375144747,0.257481077551105,0.998815296488851,-4.58504902175418
"250","GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN",0.194808748104302,0.0779136124708821,1.14184188786857,0.259516648186538,0.998815296488851,-4.58717133268588
"109","GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS",0.198341498328252,-0.0382786210458744,1.13274211198836,0.263279640012549,0.998815296488851,-4.59104177609292
"127","GOMF_PHOSPHOLIPID_SCRAMBLASE_ACTIVITY",-0.160857474208539,0.0571292358271046,-1.12715233862402,0.265610361327711,0.998815296488851,-4.59340531370738
"153","GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",-0.111746225105138,-0.0104879078783632,-1.12144128863401,0.268006775892896,0.998815296488851,-4.59580912211068
